PMID,Title,Journal,Year
40180772,Frequency of Biological Drug Use in Older Patients with Immune-Mediated Inflammatory Diseases: Results from the Large-Scale Italian VALORE Distributed Database Network.,"BioDrugs : clinical immunotherapeutics, biopharmaceuticals and gene therapy",2025
39963138,"Management of tuberculosis risk, screening and preventive therapy in patients with chronic autoimmune arthritis undergoing biotechnological and targeted immunosuppressive agents.",Frontiers in immunology,2025
39947239,Atraumatic Subdural Hematoma in a Patient on Adalimumab.,Pediatrics,2025
39084836,Newer Therapies in Rheumatology.,The Medical clinics of North America,2024
38656269,Successful guselkumab treatment of a refractory psoriasis patient with Graves' disease: a case report.,The Journal of international medical research,2024
38499181,Full Guidelines-From the Medical Board of the National Psoriasis Foundation: Perioperative management of systemic immunomodulatory agents in patients with psoriasis and psoriatic arthritis.,Journal of the American Academy of Dermatology,2024
31644053,Psoriasis Agents.,,2012
37821035,Risk of Major Adverse Cardiovascular Events in Immune-Mediated Inflammatory Disorders on Biologics and Small Molecules: Network Meta-Analysis.,Clinical gastroenterology and hepatology : the official clinical practice journal of the American Gastroenterological Association,2024
37716078,Hepatic safety and efficacy of immunomodulatory drugs used in patients with autoimmune hepatitis.,Journal of autoimmunity,2023
37579866,Risk of Cancer Recurrence in Patients With Immune-Mediated Diseases With Use of Immunosuppressive Therapies: An Updated Systematic Review and Meta-Analysis.,Clinical gastroenterology and hepatology : the official clinical practice journal of the American Gastroenterological Association,2024
36715128,Comparative molecular docking analysis for analyzing the inhibitory effect of Anakinra and Ustekinumab against IL17F.,Journal of biomolecular structure & dynamics,2023
36270747,Use of a bDMARD or tsDMARD for the management of inflammatory arthritis under checkpoint inhibitors: an observational study.,RMD open,2022
36171515,Intravenous Golimumab in Patients with Polyarticular Juvenile Idiopathic Arthritis and Juvenile Psoriatic Arthritis and Subcutaneous Ustekinumab in Patients with Juvenile Psoriatic Arthritis: Extrapolation of Data from Studies in Adults and Adjacent Pediatric Populations.,Paediatric drugs,2022
35894810,Reported congenital malformations after exposure to non-tumour necrosis factor inhibitor biologics: A retrospective comparative study in EudraVigilance.,British journal of clinical pharmacology,2022
35863862,"Biological treatment usage in patients with HIV and rheumatic disease, 2003-2021: long-term safety and follow-up.",RMD open,2022
35242034,"Sex Differences in the Patterns of Systemic Agent use Among Patients With Psoriasis: A Retrospective Cohort Study in Quebec, Canada.",Frontiers in pharmacology,2022
34476773,Biologic Therapies and Small Molecules for the Management of Non-Infectious Scleritis: A Narrative Review.,Ophthalmology and therapy,2021
34474172,Response to SARS-CoV-2 vaccination in immune mediated inflammatory diseases: Systematic review and meta-analysis.,Autoimmunity reviews,2022
33796880,[Early onset of methotrexate-associated lymphoproliferative disorder mimicking Hodgkin's lymphoma].,"Der Hautarzt; Zeitschrift fur Dermatologie, Venerologie, und verwandte Gebiete",2022
33666154,Failure of first anti-TNF agent in Takayasu's arteritis: to switch or to swap?,Clinical and experimental rheumatology,2021
