PMID,Title,Journal,Year
40733499,"COVID-19 and a Tale of Three Drugs: To Repurpose, or Not to Repurpose-That Was the Question.",Viruses,2025
40044500,Evaluation of the effects of pre-exposure treatment with hydroxychloroquine on the risk of COVID-19 infection and on the efficacy of anti-COVID-19 vaccination during lupus or Gougerot-Sjogren's disease: Prepcov multicentre trial.,Lupus science & medicine,2025
39979644,Hepatitis C associated mixed cryoglobulinemia glomerulonephritis in the setting of undetectable viral load: successful treatment with hydroxychloroquine and review of the literature.,Immunologic research,2025
39644053,Porphyria cutanea tarda: a unique iron-related disorder.,Hematology. American Society of Hematology. Education Program,2024
39344760,Porphyria cutanea tarda triggered by hepatitis-E virus.,Bratislavske lekarske listy,2024
39036171,Excessive Dynamic Airway Collapse After Entecavir Use in a Patient With Pegylated Interferon-Induced Undifferentiated Connective Tissue Disease and Entecavir Use to Prevent Hepatitis B Virus Reactivation Upon Giving Rituximab.,Cureus,2024
38500280,Interferon Upregulation Associates with Insulin Resistance in Humans.,Current diabetes reviews,2025
38255813,"After the Hurricane: Anti-COVID-19 Drugs Development, Molecular Mechanisms of Action and Future Perspectives.",International journal of molecular sciences,2024
37002774,A Case Report of Porphyria Cutanea Tarda with Hepatitis-C Virus Co-infection.,Mymensingh medical journal : MMJ,2023
36811718,Ledipasvir/Sofosbuvir Is Effective as Sole Treatment of Porphyria Cutanea Tarda with Chronic Hepatitis C.,Digestive diseases and sciences,2023
35848412,Why lupus patients discontinue antimalarials in real life: A 50 years-experience from a reference centre.,Lupus,2022
35743998,A Rare Case of Didanosine-Induced Mid-Peripheral Chorioretinal Atrophy Identified Incidentally 11 Years after the Drug Cessation.,"Medicina (Kaunas, Lithuania)",2022
23741761,Familial Porphyria Cutanea Tarda.,,1993
35449996,Efficacy of Sofosbuvir plus Ledipasvir in Egyptian patients with COVID-19 compared to standard treatment: a randomized controlled trial.,Journal of medicine and life,2022
33953559,"Chloroquine and Hydroxychloroquine for the Prevention and Treatment of COVID-19: A Fiction, Hope or Hype? An Updated Review.",Therapeutics and clinical risk management,2021
33694220,Effects of chloroquine or hydroxychloroquine treatment on non-SARS-CoV2 viral infections: A systematic review of clinical studies.,Reviews in medical virology,2021
33398223,Effect of COVID-19 on Pre-existing Liver disease: What Hepatologist Should Know?,Journal of clinical and experimental hepatology,2021
33280502,An Unusual Case of COVID-19 Presenting as Acute Psychosis.,Journal of pharmacy practice,2022
33072462,A Rare Case of Hepatic Sarcoidosis Caused By Hepatitis B Virus and Treatment-Induced Opportunistic Infection.,Cureus,2020
32812051,The impact of sofosbuvir/daclatasvir or ribavirin in patients with severe COVID-19.,The Journal of antimicrobial chemotherapy,2020
