PMID,Title,Journal,Year
38846651,Navigating a Complex Case of Mycobacterium Xenopi in a Patient with Blue Rubber Bleb Nevus Syndrome.,European journal of case reports in internal medicine,2024
38360617,Prevalence of Rifampicin resistance tuberculosis among presumptive tuberculosis patients in Egypt-2021: a national health facility-based survey.,BMC infectious diseases,2024
36793921,Cytochrome P450 3A4 suppression by epimedium and active compound kaempferol leads to synergistic anti-inflammatory effect with corticosteroid.,Frontiers in pharmacology,2022
36460401,Performance of Xpert MTB/RIF assay on thoracoscopic pleural biopsy in undiagnosed exudative pleural effusion.,The Indian journal of tuberculosis,2022
35603888,The road to biologics in patients with hidradenitis suppurativa: a nationwide drug utilization study.,The British journal of dermatology,2022
34924815,Butyrate Inhibits Osteoclast Activity In Vitro and Regulates Systemic Inflammation and Bone Healing in a Murine Osteotomy Model Compared to Antibiotic-Treated Mice.,Mediators of inflammation,2021
33539388,Hypersensitivity reactions to multiple anti-tuberculosis drugs.,PloS one,2021
33474859,Severe Cutaneous Adverse Reactions to Anti-tuberculosis Drugs in Korean Patients.,"Allergy, asthma & immunology research",2021
32317167,Diagnostic Challenges and Dilemmas in Tuberculous Meningitis.,The American journal of the medical sciences,2020
32169513,Successful use of rifampin in a patient with Stevens-Johnson syndrome to rifabutin.,"Annals of allergy, asthma & immunology : official publication of the American College of Allergy, Asthma, & Immunology",2020
28913757,Mycobacterium shimoidei-cavitary pulmonary disease with favorable outcome.,Folia microbiologica,2018
27648490,Transporter-Mediated Hepatic Uptake Plays an Important Role in the Pharmacokinetics and Drug-Drug Interactions of Montelukast.,Clinical pharmacology and therapeutics,2017
26665518,[THE GENETIC EXAMINATION OF BRONCHIAL LAVAGE ENABLES THE PROMPT DIAGNOSIS OF PULMONARY MYCOBACTERIUM KANSASII--A CASE REPORT].,Kekkaku : [Tuberculosis],2015
25397382,Primary laryngeal tuberculosis: An unusual cause of hoarseness.,"Ear, nose, & throat journal",2014
24587958,A case of serum sickness-like reaction and anaphylaxis - induced simultaneously by rifampin.,"Allergy, asthma & immunology research",2014
21131707,Mycobacterium marinum infection after infliximab therapy.,"Iranian journal of allergy, asthma, and immunology",2010
20875322,Nodular lymphangitis: Report of a case with presentation of a diagnostic paradigm.,Dermatology online journal,2010
20817704,"The cost of medical management of pulmonary nontuberculous mycobacterial disease in Ontario, Canada.",The European respiratory journal,2011
20224679,"Cutaneous leukocytoclastic vasculitis due to anti-tuberculosis medications, rifampin and pyrazinamide.","Allergy, asthma & immunology research",2010
17005805,"Effect of PEX, a noncatalytic metalloproteinase fragment with integrin-binding activity, on experimental Chlamydophila pneumoniae infection.",Antimicrobial agents and chemotherapy,2006
