PMID,Title,Journal,Year
40123748,Evaluation of biological therapies in autoimmune hepatitis: A case-based systematic review.,World journal of gastrointestinal pathophysiology,2025
35596597,Setting up criteria for drug-induced autoimmune-like hepatitis through a systematic analysis of published reports.,Hepatology communications,2022
33598810,Psoriatic arthritis associated with peliosis hepatis: characteristics and therapeutic management.,Clinical rheumatology,2021
32919424,Autoimmune Hepatitis: a Review of Established and Evolving Treatments.,Journal of gastrointestinal and liver diseases : JGLD,2020
31516791,Safety and Efficacy of Infliximab in Severe Alcoholic Hepatitis: A Systematic Review.,Cureus,2019
30637218,Role of Biologics in the Development of Autoimmune Hepatitis: A Review.,Journal of clinical and translational hepatology,2018
28836068,Rates and Predictors of Vaccinations Among Inflammatory Bowel Disease Patients Receiving Anti-Tumor Necrosis Factor Agents.,Digestive diseases and sciences,2018
25323125,Current management of alcoholic liver disease.,Current drug abuse reviews,2014
25071071,"Expression of TIM-3, Human beta-defensin-2, and FOXP3 and Correlation with Disease Activity in Pediatric Crohn's Disease with Infliximab Therapy.",Gut and liver,2015
24284413,Efficacy of hepatitis A vaccination and factors impacting on seroconversion in patients with inflammatory bowel disease.,Inflammatory bowel diseases,2014
23645381,Infliximab-related hepatitis: a case study and literature review.,Digestive diseases and sciences,2013
21953938,Response to hepatitis A vaccine in children with inflammatory bowel disease receiving infliximab.,Inflammatory bowel diseases,2011
16681606,"Hepatitis: a rare, but important, complication of infliximab therapy for psoriasis.",Clinical and experimental dermatology,2006
12217597,Combination of steroids with infliximab or placebo in severe alcoholic hepatitis: a randomized controlled pilot study.,Journal of hepatology,2002
