PMID,Title,Journal,Year
36473742,Monitoring the fluctuations of cysteine activity in living cells using a near-infrared fluorescence probe.,Talanta,2023
35607639,Pancytopenia Due to Possible Drug-Drug Interactions Between Low-Dose Methotrexate and Proton Pump Inhibitors.,"Drug, healthcare and patient safety",2022
32407591,Evaluating Potential Disease-Mediated Protein-Drug Interactions in Patients With Moderate-to-Severe Plaque Psoriasis Receiving Subcutaneous Guselkumab.,Clinical and translational science,2020
31633722,EVALUATION OF PSORIASIS TREATMENT WITH ESOMEPRAZOLE - A PILOT STUDY.,Arquivos de gastroenterologia,2019
30574672,Lack of Effect of 12-Week Treatment with Risankizumab on the Pharmacokinetics of Cytochrome P450 Probe Substrates in Patients with Moderate to Severe Chronic Plaque Psoriasis.,Clinical pharmacokinetics,2019
29926968,"Effect of tildrakizumab (MK-3222), a high affinity, selective anti-IL23p19 monoclonal antibody, on cytochrome P450 metabolism in subjects with moderate to severe psoriasis.",British journal of clinical pharmacology,2018
29782303,Clindamycin-induced Maculopapular Exanthema with Preferential Involvement of Striae Distensae: A Koebner phenomenon?,Acta dermatovenerologica Croatica : ADC,2018
27436188,Premedication prevents infusion reactions and improves retention rate during infliximab treatment.,Clinical rheumatology,2016
21912461,Cure of alopecia areata after eradication of Helicobacter pylori: a new association?,World journal of gastroenterology,2011
12010072,Helicobacter pylori infection in skin diseases: a critical appraisal.,American journal of clinical dermatology,2002
11837570,Therapeutic effects of antibacterial treatment for intractable skin diseases in Helicobacter pylori-positive Japanese patients.,The Journal of dermatology,2002
8420774,[Healing of chronic psoriasis vulgaris while using omeprazole].,Deutsche medizinische Wochenschrift (1946),1993
