PMID,Title,Journal,Year
40520575,Targeted expansion of cytotoxic T cells using IL-12 and CD137L supplementation enhances antitumor efficacy.,Molecular therapy. Oncology,2025
39233865,Three cases of uncommon medication-associated osteonecrosis of temporal bone.,World journal of otorhinolaryngology - head and neck surgery,2024
39063039,In Vivo Chemical Screening in Zebrafish Embryos Identified FDA-Approved Drugs That Induce Differentiation of Acute Myeloid Leukemia Cells.,International journal of molecular sciences,2024
38875802,Alendronate/lactoferrin-dual decorated lipid nanocarriers for bone-homing and active targeting of ivermectin and methyl dihydrojasmonate for leukemia.,Biomaterials advances,2024
37917373,CD45 inhibition in myeloid leukaemia cells sensitizes cellular responsiveness to chemotherapy.,Annals of hematology,2024
36729669,Safety and Efficacy of Alendronate to Treat Osteopenia in Children During Therapy for Acute Lymphoblastic Leukemia: A Retrospective Cohort Study of Sequential Outcomes.,Journal of pediatric hematology/oncology,2023
36110161,Cytarabine delivered by CD44 and bone targeting redox-sensitive liposomes for treatment of acute myelogenous leukemia.,Regenerative biomaterials,2022
35474350,Leukemia/lymphoma-related factor (LRF) or osteoclast zinc finger protein (OCZF) overexpression promotes osteoclast survival by increasing Bcl-xl mRNA: A novel regulatory mechanism mediated by the RNA binding protein SAM68.,Laboratory investigation; a journal of technical methods and pathology,2022
35078447,Osteoclasts secrete leukemia inhibitory factor to promote abnormal bone remodeling of subchondral bone in osteoarthritis.,BMC musculoskeletal disorders,2022
34309491,Bisphosphonate treatment in children with acute lymphoblastic leukemia and osteonecrosis - radiological and clinical findings in a national cohort.,"Acta oncologica (Stockholm, Sweden)",2021
30241233,Bisphosphonate Combination Therapy in the Management of Postchemotherapy Avascular Necrosis of the Femoral Head in Adolescents and Young Adults: A Retrospective Study From India.,Journal of global oncology,2018
30110497,Anterolateral hip pain . no specific injury . Dx?,The Journal of family practice,2018
26768828,QUESTION 1: Should we be using bisphosphonates for osteonecrosis complicating childhood acute lymphoblastic leukaemia?,Archives of disease in childhood,2016
24096150,Effects of clodronate and alendronate on osteoclast and osteoblast co-cultures on silk-hydroxyapatite films.,Acta biomaterialia,2014
23646913,Multistep targeted nano drug delivery system aiming at leukemic stem cells and minimal residual disease.,Molecular pharmaceutics,2013
20127847,Use of bisphosphonates for the treatment of osteonecrosis as a complication of therapy for childhood acute lymphoblastic leukaemia (ALL).,Pediatric blood & cancer,2010
19405951,RANKL increases the level of Mcl-1 in osteoclasts and reduces bisphosphonate-induced osteoclast apoptosis in vitro.,Arthritis research & therapy,2009
19336653,Treatment of osteoporosis/osteopenia in pediatric leukemia and lymphoma.,The Annals of pharmacotherapy,2009
18084163,"Meeting Report:The 7th ESPE Growth Plate Working Group Symposium - EUROGROP June 27th 2007, Helsinki, Finland.",Pediatric endocrinology reviews : PER,2007
17805035,Bisphosphonate therapy for reduced bone mineral density during treatment of acute lymphoblastic leukemia in childhood and adolescence: a report of preliminary experience.,Journal of pediatric hematology/oncology,2007
