PMID,Title,Journal,Year
40923391,Intentional Ingestion and Multidisciplinary Management in a Fatal Polypharmacy Overdose.,Annals of African medicine,2025
40665437,Monomorphic sustained right ventricular outflow tract tachycardia in pregnancy with favorable outcomes: a case report.,Journal of medical case reports,2025
40645700,Managing Thyrotoxicosis in Acute Heart Failure.,JACC. Case reports,2025
40551783,Corrigendum: A report of 12 cases of congenital hepatic hemangioma and literature review.,Frontiers in pediatrics,2025
40391317,Real-life efficacy and safety of oral propranolol for ocular adnexal infantile hemangiomas: observational cohort study.,Frontiers in ophthalmology,2025
40356783,A report of 12 cases of congenital hepatic hemangioma and literature review.,Frontiers in pediatrics,2025
40292120,Case Report: Congenital hepatic hemangioma with arteriovenous fistula: 2-year multidisciplinary management and outcomes.,Frontiers in pediatrics,2025
40040358,Fetal arrhythmias: Current evidence of prenatal diagnosis and management.,The journal of obstetrics and gynaecology research,2025
39958111,Dilated Cardiomyopathy and Hyperthyroidism: A Case Report and Literature Review.,Cureus,2025
39651379,Iatrogenic Cardiac Arrest During Thyroid Storm.,European journal of case reports in internal medicine,2024
39543745,Real-world research on beta-blocker usage trends in China and safety exploration based on the FDA Adverse Event Reporting System (FAERS).,BMC pharmacology & toxicology,2024
39355927,Essential Role of the RIalpha Subunit of cAMP-Dependent Protein Kinase in Regulating Cardiac Contractility and Heart Failure Development.,Circulation,2024
39246868,Infantile Hepatic Hemangioma: A Novel Approach Using Propranolol and Transarterial Embolization.,Cureus,2024
39109307,Echocardiography used for treatment in heart failure accompanied by thyroid storm: Case report and literature review.,Clinical case reports,2024
38996090,Oral amiodarone and propranolol in maintenance therapy of postimplantation tachycardia: An observational study.,Medicine,2024
38922579,Propranolol Alleviates Cardiac Injury After Acute Catecholamine Infusion Through p38-MAPK Pathways.,Journal of cardiovascular pharmacology,2024
38767101,Effects of dapagliflozin against streptozotocin and isoproterenol-induced heart failure via investigating NLRP3 and PPAR-gamma signaling.,Pakistan journal of pharmaceutical sciences,2024
38700308,beta-blockers as the First Line of Treatment for Hypertension Management.,The Journal of the Association of Physicians of India,2023
38551468,Clinical Efficacy of Beta-1 Selective Beta-Blockers Versus Propranolol in Patients With Thyroid Storm: A Retrospective Cohort Study.,Critical care medicine,2024
38352977,Circulating noradrenaline leads to release of neuropeptide Y from cardiac sympathetic nerve terminals via activation of beta-adrenergic receptors.,The Journal of physiology,2025
