PMID,Title,Journal,Year
40933576,HIV-positive and HHV-8-negative primary effusion lymphoma complicated with coronary heart disease: a Case Report and literature review.,Frontiers in medicine,2025
37306118,Incidence of cardiometabolic outcomes among people living with HIV-1 initiated on integrase strand transfer inhibitor versus non-integrase strand transfer inhibitor antiretroviral therapies: a retrospective analysis of insurance claims in the United States.,Journal of the International AIDS Society,2023
35820534,Impact of pre-existent drug resistance on virological efficacy of single-tablet regimens in people living with HIV.,International journal of antimicrobial agents,2022
34545036,Cardiovascular toxicity of contemporary antiretroviral therapy.,Current opinion in HIV and AIDS,2021
30281618,"Prevalence, incidence, predictors, treatment, and control of hypertension among HIV-positive adults on antiretroviral treatment in public sector treatment programs in South Africa.",PloS one,2018
28799920,3-Year efficacy and durability of simplification to single tablet regimens: a comparison between co-formulated efavirenz/emtricitabine/tenofovir and rilpivirine/emtricitabine/tenofovir.,Antiviral therapy,2018
25397556,Simplification to co-formulated rilpivirine/emtricitabine/tenofovir in virologically suppressed patients: Data from a multicenter cohort.,Journal of the International AIDS Society,2014
24674686,Management of immunosuppression and antiviral treatment before and after heart transplant for HIV-associated dilated cardiomyopathy.,International journal of immunopathology and pharmacology,2014
17933726,Treatment with CCR5 antagonists: which patient may have a benefit?,European journal of medical research,2007
16964829,Lopinavir/ritonavir or efavirenz plus two nucleoside analogues as first-line antiretroviral therapy: a non-randomized comparison.,Antiviral therapy,2006
12830407,Outcome of 2 simplification strategies for the treatment of human immunodeficiency virus type 1 infection.,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,2003
