PMID,Title,Journal,Year
40110173,"Postoperative Methotrexate to Reduce Reoperation Rate and Improve Vision in Patients With Complex Retinal Detachments, Advanced Diabetic Retinopathy, and Trauma.",Journal of vitreoretinal diseases,2025
39998616,Dual Application of Methotrexate Improves Functional and Anatomical Outcomes in Diabetic Tractional Retinal Detachment.,"Ophthalmic surgery, lasers & imaging retina",2025
39767762,"Ocular Manifestations of IBD: Pathophysiology, Epidemiology, and Iatrogenic Associations of Emerging Treatment Strategies.",Biomedicines,2024
39505109,Association between Systemic Methotrexate Therapy and Proliferative Vitreoretinopathy.,Ophthalmology. Retina,2025
38476576,Intravitreal injection of methotrexate in persistent diabetic macular edema: a 6-month study.,"Medical hypothesis, discovery & innovation ophthalmology journal",2023
34840688,Intravitreal Methotrexate.,Journal of ophthalmic & vision research,2021
34106593,The efficacy and safety of combined methotrexate with anti-vascular endothelial growth factor therapy in treatment of diabetic macular edema: A protocol for systematic review and meta-analysis.,Medicine,2021
32671300,"Intravitreal Injections of Bevacizumab Plus Methotrexate versus Bevacizumab Alone for the Treatment of Diabetic Macular Edema: A Randomized, Sham-Controlled Trial.",Journal of current ophthalmology,2020
30766937,Effective treatment of refractory sympathetic ophthalmia with glaucoma using adalimumab.,American journal of ophthalmology case reports,2019
27145784,Intravitreal injection of methotrexate in persistent diabetic macular edema: a 6-month follow-up study.,Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie,2016
27296490,Outcomes of Vogt-Koyanagi-Harada Disease: A Subanalysis From a Randomized Clinical Trial of Antimetabolite Therapies.,American journal of ophthalmology,2016
26606294,Effect of Intravitreal Injection of Methotrexate on Human Corneal Endothelial Cells.,Cornea,2016
26403216,Atypical central retinal artery occlusion: an uncommon cause of retinopathy and visual loss in dermatomyositis.,International journal of rheumatic diseases,2019
26160528,Intra-silicone oil injection of methotrexate at the end of vitrectomy for advanced proliferative diabetic retinopathy.,"Eye (London, England)",2015
23786783,Interferon versus methotrexate in intermediate uveitis with macular edema: results of a randomized controlled clinical trial.,American journal of ophthalmology,2013
22012204,Effect of intravitreal methotrexate and aqueous humor cytokine levels in refractory retinal vasculitis in Behcet disease.,"Retina (Philadelphia, Pa.)",2012
19344827,Intraocular methotrexate in the treatment of uveitis and uveitic cystoid macular edema.,Ophthalmology,2009
18779714,The safety of intraocular methotrexate in silicone-filled eyes.,"Retina (Philadelphia, Pa.)",2008
1725722,Angiogenesis and its inhibition: potential new therapies in oncology and non-neoplastic diseases.,Drug design and discovery,1991
